lat,lon,name,admin1,admin2,cc,coord_tuple
13.10129,77.59626,Yelahanka,Karnataka,Bangalore Urban,IN,"('13.1474245', '77.6200885')"
38.76771,-9.19935,Pontinha,Lisbon,Odivelas,PT,"('38.7451754', '-9.1782356')"
29.31167,48.07417,Ar Rumaythiyah,Muhafazat Hawalli,,KW,"('29.3059631', '48.0718422')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2351515', '55.3627269')"
43.11954,6.13897,Hyeres,Provence-Alpes-Cote d'Azur,Departement du Var,FR,"('43.1155342', '6.1073256')"
56.8519,60.6122,Yekaterinburg,Sverdlovsk,,RU,"('56.8335869', '60.5935854')"
33.89056,35.56639,Jdaidet el Matn,Mont-Liban,,LB,"('33.912238', '35.5828983')"
43.9298,2.148,Albi,Midi-Pyrenees,Departement du Tarn,FR,"('43.9265938', '2.1538687')"
44.42802,26.09665,Bucuresti,Bucuresti,Municipiul Bucuresti,RO,"('44.4005435', '26.1082906')"
32.02581,35.86458,Al Jubayhah,Amman,,JO,"('31.9874274', '35.8763383')"
41.38896,2.16179,Eixample,Catalonia,Provincia de Barcelona,ES,"('41.3943983', '2.1695713')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.271631', '55.3112682')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0770138', '55.1332794')"
9.4335,123.3595,Mainit,Central Visayas,Province of Cebu,PH,"('9.4633589', '123.3797338')"
-8.55861,125.57361,Dili,Dili,,TL,"('-8.554459', '125.5734803')"
31.54972,74.34361,Lahore,Punjab,,PK,"('31.4667525', '74.3415967')"
18.53017,73.85263,Shivaji Nagar,Maharashtra,Pune Division,IN,"('18.5351936', '73.8300012')"
51.23758,-0.2078,Reigate,England,Surrey,GB,"('51.2368779', '-0.2040745')"
40.71427,-74.00597,New York City,New York,,US,"('40.7341954', '-74.0064599')"
-33.45694,-70.64827,Santiago,Santiago Metropolitan,Provincia de Santiago,CL,"('-33.4377818', '-70.6498007')"
-25.93312,28.01213,Diepsloot,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('-26.0463223', '28.0135055')"
-34.58333,-58.38333,Retiro,Buenos Aires F.D.,,AR,"('-34.5748165', '-58.4083367')"
45.64861,25.60613,Brasov,Brasov,,RO,"('45.6386294', '25.5858885')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5061919', '39.2182061')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.07313', '55.131465')"
48.29604,11.86961,Stammham,Bavaria,Upper Bavaria,DE,"('48.2906572', '11.8888286')"
26.43442,50.10326,Dammam,Eastern Province,,SA,"('26.4256838', '50.0991743')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4909273', '54.5992359')"
44.51204,7.91424,Farigliano,Piedmont,Provincia di Cuneo,IT,"('44.5133045', '7.916338')"
31.89299,35.89314,Al Bunayyat ash Shamaliyah,Amman,,JO,"('31.9421911', '35.8813857')"
9.02165,76.93265,Punalur,Kerala,Kollam,IN,"('9.013831', '76.9286674')"
40.74482,-73.94875,Long Island City,New York,Queens County,US,"('40.7527262', '-73.9772294')"
31.95126,35.81979,Wadi as Sir,Amman,,JO,"('31.9606129', '35.8760758')"
-26.08909,28.16534,Modderfontein,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('-26.082777', '28.060101')"
43.86638,10.34458,Massarosa,Tuscany,Provincia di Lucca,IT,"('43.8738677', '10.3315261')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2740233', '55.3189473')"
26.83928,80.92313,Lucknow,Uttar Pradesh,Lucknow District,IN,"('26.8290176', '80.9435769')"
17.49313,78.30196,Serilingampalle,Telangana,Medak,IN,"('17.397568', '78.3086871')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.311619', '55.385698')"
11.00125,-63.79343,Pampatar,Nueva Esparta,Municipio Maneiro,VE,"('10.9913532', '-63.8214576')"
38.71667,-9.13333,Lisbon,Lisbon,Lisbon,PT,"('38.716049', '-9.1405312')"
6.9329,79.8848,Kolonnawa,Western,,LK,"('6.9058066', '79.8693897')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2696982', '55.3252645')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5351448', '39.1792808')"
32.63333,-16.9,Funchal,Madeira,Funchal,PT,"('32.647471', '-16.914049')"
30.21035,31.36812,Al Khankah,Muhafazat al Qalyubiyah,,EG,"('30.2363069', '31.4634714')"
43.66667,6.91667,Grasse,Provence-Alpes-Cote d'Azur,Departement des Alpes-Maritimes,FR,"('43.6572992', '6.922234')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2670878', '55.3053511')"
35.6895,139.69171,Tokyo,Tokyo,,JP,"('35.6252808', '139.7755236')"
8.35122,-62.64102,Ciudad Guayana,Bolivar,Municipio Caroni,VE,"('8.2812912', '-62.7227994')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.2593779', '54.6290625')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.067845', '55.141184')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2162512', '55.2526627')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.9834962', '55.1544227')"
39.47523,-0.41825,Mislata,Valencia,Provincia de Valencia,ES,"('39.48519', '-0.396582')"
48.86667,2.41667,Bagnolet,Ile-de-France,Departement de Seine-Saint-Denis,FR,"('48.8591496', '2.4056591')"
31.54972,74.34361,Lahore,Punjab,,PK,"('31.5786533', '74.3196564')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2226597', '55.368197')"
9.74356,76.6294,Palackattumala,Kerala,Kottayam,IN,"('9.6790223', '76.5577501')"
53.07516,8.80777,Bremen,Bremen,,DE,"('53.0480539', '8.8916863')"
58.53706,15.03649,Motala,OEstergoetland,Motala Kommun,SE,"('58.5353224', '15.0032749')"
42.1103,-88.03424,Palatine,Illinois,Cook County,US,"('42.1419577', '-88.025697')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0976821', '55.1530669')"
13.759,100.53358,Ratchathewi,Bangkok,,TH,"('13.7406057', '100.5530746')"
25.41111,55.43504,Ajman,Ajman,,AE,"('25.3773777', '55.4581746')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1300391', '55.2124216')"
43.70234,-124.09678,Reedsport,Oregon,Douglas County,US,"('43.6845039', '-124.1979108')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0414631', '55.1184122')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.5365487', '54.664734')"
17.38405,78.45636,Hyderabad,Telangana,Hyderabad,IN,"('17.3768158', '78.4322936')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0411524', '55.1166493')"
32.08354,-81.09983,Savannah,Georgia,Chatham County,US,"('32.0817677', '-81.0952108')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0798364', '55.1446996')"
51.50949,-0.59541,Slough,England,Slough,GB,"('51.5089921', '-0.5904814')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1455883', '55.2233754')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1971355', '55.2787706')"
39.46975,-0.37739,Valencia,Valencia,Provincia de Valencia,ES,"('39.4702301', '-0.3851403')"
51.48755,-0.16936,Chelsea,England,Greater London,GB,"('51.4981472', '-0.1669368')"
51.57344,-0.42341,Ruislip,England,Greater London,GB,"('51.559116', '-0.400011')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('18.971587', '72.809171')"
58.9125,11.92534,Ed,Vaestra Goetaland,Dals-Ed Kommun,SE,"('58.903082', '11.950341')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2937027', '55.3895098')"
22.29941,73.20812,Vadodara,Gujarat,Vadodara,IN,"('22.309563', '73.182945')"
44.9275,13.80361,Fazana,Istarska,,HR,"('44.9214491', '13.8066511')"
19.30157,72.85107,Bhayandar,Maharashtra,Thane,IN,"('19.3006701', '72.846109')"
9.05785,7.49508,Abuja,Abuja Federal Capital Territory,,NG,"('8.983668', '7.4908911')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2835174', '55.3374815')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1322163', '55.2194148')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2628074', '55.3142832')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2476463', '55.3053062')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4770414', '54.3208627')"
38.24444,21.73444,Patra,West Greece,Nomos Achaias,GR,"('38.2490539', '21.736715')"
50.96667,-1.35,Eastleigh,England,Hampshire,GB,"('50.956203', '-1.371467')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.502382', '54.3880984')"
-8.72332,115.17234,Kuta,Bali,,ID,"('-8.721925', '115.169983')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0772584', '55.1498628')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1950994', '55.2790794')"
24.46861,39.61417,Medina,Al Madinah al Munawwarah,,SA,"('24.4657432', '39.6069464')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.471873', '54.348804')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4345838', '54.4316373')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0938968', '55.2073503')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.078494', '55.167495')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2327596', '55.315209')"
9.02165,76.93265,Punalur,Kerala,Kollam,IN,"('8.92389', '76.9151177')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.6326637', '39.1504618')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.237481', '55.309106')"
51.6683,24.5303,Ratne,Volyn,,UA,"('51.6663368', '24.5285697')"
23.02579,72.58727,Ahmedabad,Gujarat,Ahmadabad,IN,"('22.9422998', '72.5868138')"
41.38022,2.17319,Ciutat Vella,Catalonia,Provincia de Barcelona,ES,"('41.3783466', '2.1754622')"
52.17498,-0.94131,Blisworth,England,Northamptonshire,GB,"('52.2091912', '-0.9437606')"
21.19594,72.83023,Surat,Gujarat,Surat,IN,"('21.0845795', '72.7186708')"
24.25,120.71694,Fengyuan,Taiwan,,TW,"('24.1926519', '120.7444869')"
51.6128,-0.27539,Edgware,England,Greater London,GB,"('51.5982888', '-0.2777477')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2369583', '55.3036361')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2282567', '55.2614407')"
30.00808,31.21093,Al Jizah,Al Jizah,,EG,"('30.0346985', '31.2034266')"
26.71562,-80.11504,Schall Circle,Florida,Palm Beach County,US,"('26.7192183', '-80.0878445')"
51.50853,-0.12574,London,England,Greater London,GB,"('51.5101022', '-0.130624')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.032846', '55.186939')"
39.82219,-7.49087,Castelo Branco,Castelo Branco,Castelo Branco,PT,"('39.8241022', '-7.4988516')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4911297', '54.360934')"
44.80401,20.46513,Belgrade,Central Serbia,,RS,"('44.8035754', '20.4716036')"
25.78953,55.9432,Ras al-Khaimah,Ra's al Khaymah,,AE,"('25.7787736', '55.9343471')"
18.3,42.73333,Khamis Mushait,Mintaqat `Asir,,SA,"('18.190242', '42.6998406')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.240225', '55.4718248')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2362145', '55.3752623')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0565779', '55.269852')"
23.67027,58.18911,As Sib al Jadidah,Muhafazat Masqat,,OM,"('23.6132494', '58.2132686')"
24.11028,52.73056,Ar Ruways,Abu Dhabi,,AE,"('24.1021902', '53.4787558')"
52.19166,-1.70734,Stratford-upon-Avon,England,Warwickshire,GB,"('52.190746', '-1.731923')"
18.53017,73.85263,Shivaji Nagar,Maharashtra,Pune Division,IN,"('18.537425', '73.897561')"
27.3104,30.97004,Manfalut,Asyut,,EG,"('26.8398285', '30.7956598')"
24.80361,120.96861,Hsinchu,Taiwan,Hsinchu,TW,"('24.8230212', '120.9768279')"
34.69374,135.50218,Osaka-shi,Osaka,,JP,"('34.6662139', '135.5006234')"
26.27944,50.20833,Khobar,Eastern Province,,SA,"('26.2901473', '50.1941403')"
34.03715,-4.9998,Fes,Fes-Boulemane,Fes,MA,"('34.0174947', '-4.9880518')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.9397003', '55.0486844')"
48.85341,2.3488,Paris,Ile-de-France,Paris,FR,"('48.860522', '2.354437')"
24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('24.7986076', '67.034468')"
35.6895,139.69171,Tokyo,Tokyo,,JP,"('35.662303', '139.702791')"
58.41086,15.62157,Linkoping,OEstergoetland,Linkopings Kommun,SE,"('58.4185422', '15.6009352')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1979895', '55.2788759')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0495457', '55.1296679')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.6996391', '46.704173')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2384238', '55.2988029')"
52.5,-1.91667,Hockley,England,City and Borough of Birmingham,GB,"('52.512349', '-1.8854941')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1032009', '55.17648')"
36.87804,-4.84694,Ardales,Andalusia,Provincia de Malaga,ES,"('36.9281359', '-4.8014457')"
24.19167,55.76056,Al Ain,Abu Dhabi,,AE,"('24.1301619', '55.8023118')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.1975756', '55.3464292')"
50.79899,-1.09125,Portsmouth,England,Portsmouth,GB,"('50.7956292', '-1.107318')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.055543', '55.177575')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0863571', '55.1483218')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.106298', '55.22781')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0863495', '55.1838541')"
32.50821,35.31317,Al Jalamah,West Bank,,PS,"('32.5473196', '35.3581345')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0475642', '55.2090829')"
14.55027,121.03269,Makati City,Metro Manila,Makati City,PH,"('14.5544003', '121.0461848')"
29.0825,48.13028,Al Fahahil,Al Ahmadi,,KW,"('29.0815404', '48.1345341')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.991858', '55.166356')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.232626', '55.316414')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.234139', '55.353657')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1395475', '55.2200492')"
51.51279,-0.09184,City of London,England,Greater London,GB,"('51.5138453', '-0.0983506')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1928123', '55.2795872')"
18.62292,73.80696,Pimpri,Maharashtra,Pune Division,IN,"('18.5942572', '73.7737459')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0427366', '55.1188949')"
40.82177,-74.48099,Morris Plains,New Jersey,Morris County,US,"('40.8096659', '-74.4630039')"
40.4165,-3.70256,Madrid,Madrid,Provincia de Madrid,ES,"('40.415511', '-3.7074009')"
22.29941,73.20812,Vadodara,Gujarat,Vadodara,IN,"('22.2737779', '73.1973217')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.5856363', '46.778388')"
44.41344,12.20121,Ravenna,Emilia-Romagna,Provincia di Ravenna,IT,"('44.4192362', '12.1996837')"
43.95977,-78.16515,Cobourg,Ontario,,CA,"('43.9422432', '-78.4313142')"
25.41111,55.43504,Ajman,Ajman,,AE,"('25.3983575', '55.4783815')"
48.85341,2.3488,Paris,Ile-de-France,Paris,FR,"('48.8803142', '2.3577811')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2177669', '55.2789458')"
28.63576,77.22445,New Delhi,NCT,New Delhi,IN,"('28.6315167', '77.2778498')"
34.23578,-119.16383,El Rio,California,Ventura County,US,"('34.2446577', '-119.1980951')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0738625', '55.1440503')"
33.90914,72.49212,Hazro,Punjab,,PK,"('33.7801659', '72.7368699')"
55.67594,12.56553,Copenhagen,Capital Region,Kobenhavn,DK,"('55.6659376', '12.5503967')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2802484', '55.3874783')"
21.42664,39.82563,Mecca,Makkah,,SA,"('21.4023475', '39.8306896')"
9.93988,76.26022,Cochin,Kerala,Ernakulam,IN,"('9.931625', '76.266151')"
19.1164,72.90471,Powai,Maharashtra,Mumbai Suburban,IN,"('19.1236475', '72.8702116')"
31.21739,121.42105,Changning,Shanghai Shi,,CN,"('31.2195908', '121.4116496')"
45.56995,-73.692,Laval,Quebec,Laval,CA,"('45.5708744', '-73.7518581')"
50.32899,30.71059,Hnidyn,Kiev,,UA,"('50.4011323', '30.6302314')"
44.39603,7.81764,Mondovi,Piedmont,Provincia di Cuneo,IT,"('44.3905121', '7.8160091')"
48.85341,2.3488,Paris,Ile-de-France,Paris,FR,"('48.8462217', '2.3371605')"
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('25.1339295', '56.3437721')"
51.75,19.46667,Lodz,Lodz Voivodeship,,PL,"('51.7736325', '19.4771041')"
-23.5475,-46.63611,Sao Paulo,Sao Paulo,Sao Paulo,BR,"('-23.5797475', '-46.5943652')"
25.68389,51.50583,Al Khawr,Al Khawr,,QA,"('25.675277', '51.5022013')"
56.33871,-2.79902,Saint Andrews,Scotland,Fife,GB,"('56.3398756', '-2.7962834')"
28.65381,77.22897,Delhi,NCT,North Delhi,IN,"('28.6696189', '77.3119229')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2941', '55.378242')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4558238', '54.3791948')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1250015', '55.2418261')"
41.43541,2.18982,Sant Andreu de Palomar,Catalonia,Provincia de Barcelona,ES,"('41.4414578', '2.1984438')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0955981', '55.1492434')"
25.41111,55.43504,Ajman,Ajman,,AE,"('25.404907', '55.461458')"
22.31667,114.18333,Kowloon,Kowloon City,,HK,"('22.3009562', '114.1738686')"
41.43541,2.18982,Sant Andreu de Palomar,Catalonia,Provincia de Barcelona,ES,"('41.4334615', '2.1837525')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3405499', '55.3879219')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5090313', '39.2445554')"
37.44529,25.32872,Mykonos,South Aegean,Nomos Kykladon,GR,"('37.449444', '25.3323353')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4388888', '54.4149995')"
29.295,47.93306,Ar Rabiyah,Al Asimah,,KW,"('29.3144682', '47.9588145')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3291441', '55.4087674')"
23.55563,58.3989,Bawshar,Muhafazat Masqat,,OM,"('23.4787708', '58.4980501')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2538014', '55.3059071')"
31.95522,35.94503,Amman,Amman,,JO,"('31.9521199', '35.9181613')"
-33.59473,-71.60746,San Antonio,Valparaiso,San Antonio Province,CL,"('-33.5826286', '-71.612623')"
52.37403,4.88969,Amsterdam,North Holland,Gemeente Amsterdam,NL,"('52.3724411', '4.8921264')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1892367', '55.2976435')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2082437', '55.2764886')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('19.059381', '72.829421')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2648671', '55.2963228')"
11.93381,79.82979,Puducherry,Pondicherry,Puducherry,IN,"('11.9300369', '79.828019')"
11.24802,75.7804,Kozhikode,Kerala,Kozhikode,IN,"('11.2729848', '75.7779372')"
43.31283,-1.97499,San Sebastian,Basque Country,Provincia de Guipuzcoa,ES,"('43.3211373', '-1.9821448')"
54.69606,18.67873,Jastarnia,Pomeranian Voivodeship,Powiat pucki,PL,"('54.684946', '18.7172889')"
34.01325,-6.83255,Rabat,Rabat-Sale-Zemmour-Zaer,Rabat,MA,"('34.02053', '-6.8268896')"
25.04776,121.53185,Taipei,Taipei,,TW,"('25.0327865', '121.5150129')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.153192', '55.1989526')"
7.2955,80.6356,Kandy,Central,,LK,"('7.2887901', '80.6432691')"
14.58691,121.0614,Pasig City,Metro Manila,Pasig,PH,"('14.58484', '121.065268')"
53.62876,-1.30128,Badsworth,England,City and Borough of Wakefield,GB,"('53.6317916', '-1.2919241')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0456884', '55.1222263')"
10.10468,76.3565,Aluva,Kerala,Ernakulam,IN,"('10.1078865', '76.3589847')"
51.50853,-0.12574,London,England,Greater London,GB,"('51.5132554', '-0.1336722')"
18.5635,73.85205,Khadki,Maharashtra,Pune Division,IN,"('18.5605923', '73.8051021')"
51.40343,-0.56651,Virginia Water,England,Surrey,GB,"('51.3832643', '-0.5938267')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2680698', '55.3046001')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.3419721', '54.5341328')"
-29.85185,30.99337,Berea,KwaZulu-Natal,eThekwini Metropolitan Municipality,ZA,"('-29.7963048', '30.8403679')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.1725823', '55.3666949')"
38.6979,-9.42146,Cascais,Lisbon,Cascais,PT,"('38.7053945', '-9.4276155')"
29.295,47.93306,Ar Rabiyah,Al Asimah,,KW,"('29.3230776', '47.9336524')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('19.0270109', '72.8510053')"
56.8519,60.6122,Yekaterinburg,Sverdlovsk,,RU,"('56.8295515', '60.598779')"
37.51563,15.02999,Misterbianco,Sicily,Catania,IT,"('37.5109815', '15.0330426')"
9.4335,123.3595,Mainit,Central Visayas,Province of Cebu,PH,"('9.4303078', '123.3906001')"
25.29194,51.42444,Ar Rayyan,Baladiyat ar Rayyan,,QA,"('25.3250197', '51.4724893')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0817355', '55.1455639')"
-25.98953,28.12843,Midrand,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('-25.997321', '28.0759741')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.7645877', '46.6571636')"
25.29194,51.42444,Ar Rayyan,Baladiyat ar Rayyan,,QA,"('25.2434784', '51.4609363')"
44.95561,20.28025,Novi Banovci,,,RS,"('44.96786', '20.282369')"
0.31628,32.58219,Kampala,Central Region,Kampala District,UG,"('0.2832466', '32.5998571')"
53.33306,-6.24889,Dublin,Leinster,Dublin City,IE,"('53.3403345', '-6.2654915')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.270409', '55.312202')"
3.1412,101.68653,Kuala Lumpur,Kuala Lumpur,,MY,"('3.143738', '101.6887588')"
39.5,-0.35,Alboraya,Valencia,Provincia de Valencia,ES,"('39.4686126', '-0.3226637')"
12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('12.9741997', '77.5778374')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2689903', '55.3137508')"
31.41667,73.08333,Faisalabad,Punjab,,PK,"('31.4107065', '73.1069568')"
8.4855,76.94924,Thiruvananthapuram,Kerala,Thiruvananthapuram,IN,"('8.557846', '76.8761268')"
46.02075,9.23907,Menaggio,Lombardy,Provincia di Como,IT,"('46.0203717', '9.2393571')"
25.41111,55.43504,Ajman,Ajman,,AE,"('25.389841', '55.437329')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3455583', '55.4010973')"
33.88894,35.49442,Beirut,Beyrouth,,LB,"('33.9004343', '35.504954')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('19.1011052', '72.8462729')"
28.58,77.33,Noida,Uttar Pradesh,Gautam Buddha Nagar,IN,"('28.6608901', '77.3151644')"
16.41639,120.59306,Baguio,Cordillera,Baguio City,PH,"('16.4159061', '120.6167037')"
34.05223,-118.24368,Los Angeles,California,Los Angeles County,US,"('34.0553454', '-118.249845')"
42.4316,1.92819,Puigcerda,Catalonia,Provincia de Girona,ES,"('42.4596451', '1.9182825')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0329246', '55.1483433')"
28.58,77.33,Noida,Uttar Pradesh,Gautam Buddha Nagar,IN,"('28.6573406', '77.317239')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2038199', '55.2743257')"
33.72148,73.04329,Islamabad,Islamabad,,PK,"('33.684768', '72.988916')"
-25.93312,28.01213,Diepsloot,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('-26.0171174', '27.9993122')"
41.38022,2.17319,Ciutat Vella,Catalonia,Provincia de Barcelona,ES,"('41.3845824', '2.1710826')"
12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('12.965939', '77.641332')"
29.29583,48.07861,Salwa,Muhafazat Hawalli,,KW,"('29.3038398', '48.0810857')"
-12.97111,-38.51083,Salvador,Bahia,Salvador,BR,"('-12.9903606', '-38.4931812')"
40.85631,14.24641,Napoli,Campania,Provincia di Napoli,IT,"('40.8543397', '14.270635')"
27.91582,34.32995,Sharm el-Sheikh,South Sinai,,EG,"('27.9625652', '34.393809')"
19.30157,72.85107,Bhayandar,Maharashtra,Thane,IN,"('19.2902281', '72.8597171')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0430439', '55.1187973')"
52.5,-1.91667,Hockley,England,City and Borough of Birmingham,GB,"('52.4924742', '-1.9118189')"
-4.61667,55.41667,Bel Ombre,Bel Ombre,,SC,"('-4.6161678', '55.4218931')"
33.88894,35.49442,Beirut,Beyrouth,,LB,"('33.9043044', '35.5039354')"
27.70207,76.19911,Kotputli,Rajasthan,Jaipur,IN,"('27.6376015', '76.1227893')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3608001', '55.3883392')"
29.33389,48.07611,As Salimiyah,Muhafazat Hawalli,,KW,"('29.3398837', '48.0655983')"
31.54972,74.34361,Lahore,Punjab,,PK,"('31.5088103', '74.3453886')"
51.53622,-0.10304,Islington,England,Greater London,GB,"('51.5321604', '-0.105287')"
51.55,-0.05,Hackney,England,Greater London,GB,"('51.5537306', '-0.0750676')"
36.09719,-115.14666,Paradise,Nevada,Clark County,US,"('36.121174', '-115.1696526')"
28.53917,-80.672,Merritt Island,Florida,Brevard County,US,"('28.61', '-80.68')"
25.56473,55.55517,Umm al Qaywayn,Umm al Qaywayn,,AE,"('25.507967', '55.544923')"
28.3998,36.57151,Tabuk,Mintaqat Tabuk,,SA,"('28.3646442', '36.5676419')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2347964', '55.3092397')"
52.26896,20.98644,Zoliborz,Masovian Voivodeship,Warszawa,PL,"('52.2684168', '20.988494')"
43.42537,-80.5112,Kitchener,Ontario,,CA,"('43.4130431', '-80.4786298')"
57.70716,11.96679,Goeteborg,Vaestra Goetaland,Goteborg,SE,"('57.6972736', '11.9483408')"
