lat,lon,name,admin1,admin2,cc,coord_tuple
25.0657,55.17128,Dubai,Dubai,,AE,"('21.1433211', '79.0802916')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2692711', '55.3076239')"
50.6279,6.03647,Eupen,Wallonia,Province de Liege,BE,"('25.7613844', '55.917507')"
27.91582,34.32995,Sharm el-Sheikh,South Sinai,,EG,"('35.7668594', '51.4832536')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('24.4635847', '54.3762034')"
24.19167,55.76056,Al Ain,Abu Dhabi,,AE,"('40.4206046', '-3.699007')"
12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('25.0759099', '55.1312748')"
20.01288,41.46767,Al Bahah,Mintaqat al Bahah,,SA,"('-1.9536025', '30.0620968')"
25.0657,55.17128,Dubai,Dubai,,AE,"('-33.9831182', '25.6306234')"
24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('25.0771085', '55.1468005')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('25.2209897', '55.3526529')"
25.0657,55.17128,Dubai,Dubai,,AE,"('35.6672952', '139.7562501')"
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('25.2380198', '55.3032865')"
33.9,35.48333,Ra's Bayrut,Beyrouth,,LB,"('25.1550606', '55.2344965')"
-33.91799,25.57007,Port Elizabeth,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality,ZA,"('25.1650123', '55.2084793')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.6693489', '46.8060839')"
53.79648,-1.54785,Leeds,England,City and Borough of Leeds,GB,"('25.2152644', '55.2508705')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.122259', '56.343923')"
40.50649,-3.67235,Las Tablas,Madrid,Provincia de Madrid,ES,"('24.7415989', '46.632784')"
27.91582,34.32995,Sharm el-Sheikh,South Sinai,,EG,"('25.1449741', '55.2239769')"
19.30157,72.85107,Bhayandar,Maharashtra,Thane,IN,"('18.563736', '73.7658746')"
37.77493,-122.41942,San Francisco,California,San Francisco County,US,"('51.591964', '-0.2847118')"
51.55242,-0.29686,Wembley,England,Greater London,GB,"('25.2501546', '55.3113546')"
25.33132,56.34199,Khawr Fakkan,Ash Shariqah,,AE,"('25.0822453', '55.1474563')"
27.01122,49.65825,Al Jubayl,Eastern Province,,SA,"('51.536813', '-0.1036553')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.0607963', '55.2371298')"
-25.98953,28.12843,Midrand,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('25.2920069', '55.3233988')"
18.21639,42.50528,Abha,Mintaqat `Asir,,SA,"('21.5110898', '39.1823389')"
51.52718,-0.06109,Bethnal Green,England,Greater London,GB,"('25.114093', '55.1904309')"
45.31588,-75.83012,Bells Corners,Ontario,,CA,"('35.7696472', '51.5051709')"
-33.91799,25.57007,Port Elizabeth,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality,ZA,"('22.5465206', '88.3532956')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('52.3035972', '21.0790244')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('40.185241', '9.501446')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('13.7702204', '100.5163477')"
43.88188,18.38864,Kobilja Glava,Federation of Bosnia and Herzegovina,,BA,"('25.2616299', '55.2940634')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('1.275835', '103.8442824')"
-29.85185,30.99337,Berea,KwaZulu-Natal,eThekwini Metropolitan Municipality,ZA,"('7.8787672', '98.2920958')"
21.69482,72.9805,Bharuch,Gujarat,Bharuch,IN,"('25.2221799', '55.3529095')"
12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('24.797434', '120.9854271')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.3068766', '55.3741332')"
-33.91799,25.57007,Port Elizabeth,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality,ZA,"('45.3557646', '14.3524807')"
9.05785,7.49508,Abuja,Abuja Federal Capital Territory,,NG,"('47.8340402', '-122.2681771')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.7299667', '46.766309')"
21.11079,73.39365,Vyara,Gujarat,Tapi,IN,"('12.7459881', '80.2399306')"
32.22006,76.32013,Dharmsala,Himachal Pradesh,Kangra,IN,"('36.1436573', '137.259342')"
19.1164,72.90471,Powai,Maharashtra,Mumbai Suburban,IN,"('25.2119172', '55.2477309')"
7.89607,98.29661,Patong,Phuket,,TH,"('25.2533852', '55.4144904')"
53.79391,-1.75206,Bradford,England,Bradford,GB,"('24.4841747', '54.3777227')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2715669', '55.309986')"
25.0657,55.17128,Dubai,Dubai,,AE,"('12.9686788', '77.6415683')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('52.2066612', '21.1728252')"
54.43261,-2.96167,Ambleside,England,Cumbria,GB,"('52.2394957', '21.0457909')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0416538', '55.1306428')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.0337224', '55.1504103')"
18.51957,73.85535,Pune,Maharashtra,Pune Division,IN,"('21.5313917', '39.1899306')"
35.8044,51.4256,Tajrish,Tehran,,IR,"('-26.0627694', '28.025995')"
25.0657,55.17128,Dubai,Dubai,,AE,"('18.4589588', '73.5255463')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('21.5224121', '39.2227065')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.2155739', '55.7634211')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.4000832', '55.4308732')"
25.0657,55.17128,Dubai,Dubai,,AE,"('21.615042', '39.1390025')"
42.41728,2.87363,la Jonquera,Catalonia,Provincia de Girona,ES,"('25.5139691', '56.3663374')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('25.7360965', '55.8889086')"
25.0657,55.17128,Dubai,Dubai,,AE,"('51.5129951', '-0.1313733')"
-29.53897,31.21439,Ballitoville,KwaZulu-Natal,iLembe District Municipality,ZA,"('19.3012049', '72.8481696')"
50.53323,5.81245,Theux,Wallonia,Province de Liege,BE,"('18.5942572', '73.7737459')"
19.30157,72.85107,Bhayandar,Maharashtra,Thane,IN,"('22.5471355', '88.3505709')"
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('48.8594006', '2.3479901')"
52.26896,20.98644,Zoliborz,Masovian Voivodeship,Warszawa,PL,"('50.1160319', '8.671916')"
25.0657,55.17128,Dubai,Dubai,,AE,"('21.5346574', '39.177407')"
51.52438,-0.11022,Clerkenwell,England,Greater London,GB,"('31.9947673', '35.8297156')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('25.1492451', '55.2461134')"
26.21536,50.5832,Manama,Manama,,BH,"('10.1073086', '76.3603865')"
49.98214,7.92964,Rudesheim am Rhein,Hesse,Regierungsbezirk Darmstadt,DE,"('21.6951733', '39.095215')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2515497', '55.3340914')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.6260026', '55.8085926')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('-33.9517861', '25.5268514')"
26.21536,50.5832,Manama,Manama,,BH,"('-33.982086', '25.658955')"
32.02581,35.86458,Al Jubayhah,Amman,,JO,"('25.0275863', '55.1590123')"
25.0657,55.17128,Dubai,Dubai,,AE,"('18.5980666', '73.7637915')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('52.2420521', '21.0543913')"
25.0657,55.17128,Dubai,Dubai,,AE,"('30.9665673', '29.5476235')"
41.69993,2.84565,Lloret de Mar,Catalonia,Provincia de Girona,ES,"('25.2619838', '55.2916717')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('25.230049', '55.2870064')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('24.7405106', '46.7788872')"
25.0657,55.17128,Dubai,Dubai,,AE,"('-33.9801968', '25.6464854')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.183826', '55.226081')"
-26.08909,28.16534,Modderfontein,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('21.5386842', '39.1743305')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('-33.9486422', '18.4275527')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('25.4033681', '55.4828953')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0853212', '55.1481923')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('-26.034962', '28.060657')"
25.0657,55.17128,Dubai,Dubai,,AE,"('38.7640846', '-9.096535')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.119146', '55.206663')"
24.46861,39.61417,Medina,Al Madinah al Munawwarah,,SA,"('47.5712144', '-122.2061553')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('24.8369829', '67.0678177')"
40.4165,-3.70256,Madrid,Madrid,Provincia de Madrid,ES,"('25.2242249', '55.2964071')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('29.7471132', '-95.461645')"
11.00555,76.96612,Coimbatore,Tamil Nadu,Coimbatore,IN,"('24.4711064', '39.6070537')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0300943', '55.1489381')"
26.43442,50.10326,Dammam,Eastern Province,,SA,"('25.277588', '55.339426')"
18.87813,72.93924,Uran,Maharashtra,Raigarh,IN,"('24.6821296', '46.786319')"
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('25.2341078', '55.3142734')"
-33.91799,25.57007,Port Elizabeth,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality,ZA,"('51.5456647', '-0.2970122')"
18.62292,73.80696,Pimpri,Maharashtra,Pune Division,IN,"('24.78343', '46.662348')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.8306199', '46.7293968')"
40.92334,9.50395,Olbia,Sardinia,Provincia di Olbia-Tempio,IT,"('19.3015023', '72.8470377')"
53.82901,-1.53834,Chapel Allerton,England,City and Borough of Leeds,GB,"('48.6549846', '8.3300171')"
25.0657,55.17128,Dubai,Dubai,,AE,"('19.085446', '72.8348851')"
20.93333,77.75,Amravati,Maharashtra,Amravati Division,IN,"('24.7553344', '46.68226')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.2208018', '55.2800061')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2216798', '55.2810044')"
31.21564,29.95527,Alexandria,Alexandria,,EG,"('38.716594', '-9.140907')"
25.0657,55.17128,Dubai,Dubai,,AE,"('18.5145714', '73.8795531')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.2251055', '55.7362074')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.0421016', '55.1174869')"
25.0657,55.17128,Dubai,Dubai,,AE,"('21.1695854', '72.7945518')"
48.88333,2.76667,Chessy,Ile-de-France,Departement de Seine-et-Marne,FR,"('25.1018682', '55.1678528')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.2243518', '55.783083')"
33.6007,73.0679,Rawalpindi,Punjab,,PK,"('39.841542', '-7.503362')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0796244', '55.119013')"
25.0657,55.17128,Dubai,Dubai,,AE,"('-26.1756855', '28.007285')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.119427', '55.3957664')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0972416', '55.1810376')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.045654', '55.2400634')"
35.7214,51.109,Shahr-e Qods,Tehran,,IR,"('25.124188', '55.131754')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.095178', '55.157189')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('27.1701494', '49.5414104')"
30.06263,31.24967,Cairo,Muhafazat al Qahirah,,EG,"('-33.9790964', '25.6015843')"
25.0657,55.17128,Dubai,Dubai,,AE,"('19.8599417', '41.5601367')"
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('24.6938833', '46.7027776')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('10.1126105', '76.3521963')"
25.59246,56.26176,Dibba Al-Fujairah,Al Fujayrah,,AE,"('25.0753502', '55.1316174')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.314855', '55.3786019')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.470069', '54.351714')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.268112', '55.3180028')"
-25.93312,28.01213,Diepsloot,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('40.2013465', '-8.4174016')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('29.3411726', '48.0655611')"
21.99317,72.87047,Amod,Gujarat,Bharuch,IN,"('8.1110951', '98.3064646')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.0564052', '121.515281')"
25.0657,55.17128,Dubai,Dubai,,AE,"('27.8630397', '34.3037954')"
37.44529,25.32872,Mykonos,South Aegean,Nomos Kykladon,GR,"('25.110732', '55.109866')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('30.0860882', '31.3479517')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.251721', '55.306441')"
19.87757,75.34226,Aurangabad,Maharashtra,Aurangabad Division,IN,"('25.0810027', '55.3980714')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.8068676', '120.9656927')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('-29.5642953', '31.1855562')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1055618', '55.1490517')"
18.5635,73.85205,Khadki,Maharashtra,Pune Division,IN,"('18.5388432', '73.9000384')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1077902', '55.1787257')"
25.0657,55.17128,Dubai,Dubai,,AE,"('-26.0541306', '28.0240044')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.1761045', '55.2545598')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('25.2321031', '55.2772914')"
25.0657,55.17128,Dubai,Dubai,,AE,"('21.6168511', '39.1564626')"
25.04776,121.53185,Taipei,Taipei,,TW,"('21.597907', '39.139307')"
25.41111,55.43504,Ajman,Ajman,,AE,"('30.2097306', '71.5110587')"
50.06135,8.52916,Kelsterbach,Hesse,,DE,"('35.7785414', '51.3603179')"
9.58692,76.52132,Kottayam,Kerala,Kottayam,IN,"('31.951006', '35.930833')"
52.24424,21.08545,Praga Poludnie,Masovian Voivodeship,Warszawa,PL,"('-34.1972084', '18.4512615')"
25.0657,55.17128,Dubai,Dubai,,AE,"('35.7170663', '51.2438641')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1979895', '55.2788759')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('50.9263686', '-1.3084178')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('38.7385293', '-9.3992201')"
25.0657,55.17128,Dubai,Dubai,,AE,"('37.8085222', '-122.4402306')"
24.80361,120.96861,Hsinchu,Taiwan,Hsinchu,TW,"('25.1325119', '55.1848217')"
25.0657,55.17128,Dubai,Dubai,,AE,"('22.9918083', '120.2178808')"
25.0657,55.17128,Dubai,Dubai,,AE,"('41.8659029', '44.9566253')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('25.0859', '55.141425')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('50.6686741', '5.5442072')"
18.62292,73.80696,Pimpri,Maharashtra,Pune Division,IN,"('21.422579', '39.7391766')"
29.49523,-98.61863,Leon Valley,Texas,Bexar County,US,"('25.2461337', '55.2930227')"
20.01288,41.46767,Al Bahah,Mintaqat al Bahah,,SA,"('25.1895932', '55.2445455')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('38.902162', '-77.032297')"
53.79391,-1.75206,Bradford,England,Bradford,GB,"('24.155972', '120.675614')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('9.634064', '76.5438099')"
10.23925,77.48932,Kodaikanal,Tamil Nadu,Dindigul,IN,"('25.2828495', '55.3407154')"
48.85341,2.3488,Paris,Ile-de-France,Paris,FR,"('37.9837692', '-1.1256735')"
27.01122,49.65825,Al Jubayl,Eastern Province,,SA,"('25.3957661', '55.4260408')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2690857', '55.3171559')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1947558', '55.2766905')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.229943', '55.3196425')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.272206', '55.4317546')"
25.0657,55.17128,Dubai,Dubai,,AE,"('3.1440808', '101.709854')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('24.8200281', '56.1354697')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2592927', '55.2874843')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.147904', '55.245957')"
9.05785,7.49508,Abuja,Abuja Federal Capital Territory,,NG,"('53.793995', '-1.749555')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('24.7645877', '46.6571636')"
52.19656,21.17752,Wawer,Masovian Voivodeship,Warszawa,PL,"('25.2632782', '55.3246733')"
-25.98953,28.12843,Midrand,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('25.2760049', '55.3055969')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('15.5392529', '73.8368911')"
24.46861,39.61417,Medina,Al Madinah al Munawwarah,,SA,"('24.9711412', '55.1718363')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.248655', '55.348348')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.8017796', '46.6716622')"
25.0657,55.17128,Dubai,Dubai,,AE,"('21.6143446', '73.0115597')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2821031', '55.3328407')"
54.15392,-2.46849,Ingleton,England,North Yorkshire,GB,"('51.6173076', '-0.3108481')"
21.42664,39.82563,Mecca,Makkah,,SA,"('25.0765935', '55.1322768')"
24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('19.2157957', '72.8511528')"
36.44083,28.2225,Rodos,South Aegean,Nomos Dodekanisou,GR,"('55.8527491', '49.2168916')"
18.59921,73.92701,Lohogaon,Maharashtra,Pune Division,IN,"('6.4324236', '3.4170159')"
19.23496,72.85976,Borivli,Maharashtra,Mumbai Suburban,IN,"('35.7451381', '51.3579974')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1871064', '55.2718804')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('25.1512981', '55.2007108')"
19.30157,72.85107,Bhayandar,Maharashtra,Thane,IN,"('25.2162512', '55.2526627')"
25.0657,55.17128,Dubai,Dubai,,AE,"('3.147359', '101.715681')"
34.01418,75.31899,Pahalgam,Kashmir,Anantnag,IN,"('50.263507', '19.03489')"
25.0657,55.17128,Dubai,Dubai,,AE,"('24.9710236', '55.171877')"
22.29941,73.20812,Vadodara,Gujarat,Vadodara,IN,"('25.1730114', '55.2220183')"
32.02581,35.86458,Al Jubayhah,Amman,,JO,"('52.661972', '-0.797672')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0790122', '55.1492674')"
19.30157,72.85107,Bhayandar,Maharashtra,Thane,IN,"('19.0602334', '72.865031')"
25.04776,121.53185,Taipei,Taipei,,TW,"('25.0803696', '55.136837')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('53.8004938', '-1.7547757')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2559762', '55.3054662')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2497748', '55.2995026')"
25.56473,55.55517,Umm al Qaywayn,Umm al Qaywayn,,AE,"('25.252466', '55.3316425')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('50.4942814', '5.8640616')"
19.1164,72.90471,Powai,Maharashtra,Mumbai Suburban,IN,"('23.6085841', '58.444504')"
25.0657,55.17128,Dubai,Dubai,,AE,"('21.4411829', '39.7861281')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.1681852', '55.2280829')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('21.5674479', '39.1593809')"
25.0657,55.17128,Dubai,Dubai,,AE,"('10.1092536', '76.358935')"
19.79344,-70.6884,Puerto Plata,Puerto Plata,Puerto Plata,DO,"('18.545575', '73.906475')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2507203', '55.3345505')"
24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('32.2387445', '76.3238947')"
25.41111,55.43504,Ajman,Ajman,,AE,"('25.3335223', '55.390814')"
31.95522,35.94503,Amman,Amman,,JO,"('25.0796205', '55.1224096')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('24.7251918', '46.8225288')"
25.56473,55.55517,Umm al Qaywayn,Umm al Qaywayn,,AE,"('25.0428206', '55.1189044')"
25.0657,55.17128,Dubai,Dubai,,AE,"('21.5576059', '39.1865996')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.272908', '55.317047')"
36.09719,-115.14666,Paradise,Nevada,Clark County,US,"('33.5302157', '73.0990937')"
18.51957,73.85535,Pune,Maharashtra,Pune Division,IN,"('24.5706296', '46.6807992')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('6.4283203', '3.427316')"
35.8044,51.4256,Tajrish,Tehran,,IR,"('30.00845', '31.440028')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('25.0783742', '55.135859')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('-33.39247', '22.2147')"
30.06263,31.24967,Cairo,Muhafazat al Qahirah,,EG,"('24.6897833', '46.6725608')"
25.11641,56.34141,Al Fujayrah,Al Fujayrah,,AE,"('25.121412', '56.3311267')"
4.60971,-74.08175,Bogota,Bogota D.C.,,CO,"('25.1971669', '55.2791322')"
23.9065,42.91724,`Afif,Ar Riyad,,SA,"('19.1789892', '72.8621807')"
55.71599,37.55376,Luzhniki,Moscow,,RU,"('24.8113151', '120.9564605')"
19.07283,72.88261,Mumbai,Maharashtra,Mumbai Suburban,IN,"('51.7795602', '19.444809')"
24.9056,67.0822,Karachi,Sindh,Karachi District,PK,"('40.4798322', '-3.707023')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('12.9417034', '77.5606599')"
-25.93312,28.01213,Diepsloot,Gauteng,City of Johannesburg Metropolitan Municipality,ZA,"('25.2487486', '55.3032061')"
25.78953,55.9432,Ras al-Khaimah,Ra's al Khaymah,,AE,"('26.4721691', '50.0479184')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.261418', '55.296231')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('19.20043', '72.853884')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('48.8421983', '2.349854')"
12.97194,77.59369,Bangalore,Karnataka,Bangalore Urban,IN,"('25.4005684', '55.4533161')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('11.0027036', '76.9681589')"
52.22977,21.01178,Warsaw,Masovian Voivodeship,Warszawa,PL,"('24.6691426', '54.7621911')"
48.81294,2.3417,Gentilly,Ile-de-France,Departement du Val-de-Marne,FR,"('24.1480649', '120.6464319')"
53.79391,-1.75206,Bradford,England,Bradford,GB,"('43.8778401', '10.2905443')"
25.0657,55.17128,Dubai,Dubai,,AE,"('50.5880682', '5.8508507')"
48.7606,8.23975,Baden-Baden,Baden-Wuerttemberg,Karlsruhe Region,DE,"('25.1957526', '55.2798948')"
25.33132,56.34199,Khawr Fakkan,Ash Shariqah,,AE,"('24.8778776', '67.0684617')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('21.1916927', '72.8407564')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('25.2761138', '55.3372049')"
18.62292,73.80696,Pimpri,Maharashtra,Pune Division,IN,"('18.9701801', '73.1320315')"
40.54433,-3.61588,San Sebastian de los Reyes,Madrid,Provincia de Madrid,ES,"('25.1069921', '55.2250179')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('53.794202', '-1.7527464')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1167981', '55.2026909')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.117204', '55.1983112')"
19.23496,72.85976,Borivli,Maharashtra,Mumbai Suburban,IN,"('25.1856422', '55.2576891')"
38.71745,-9.29833,Porto Salvo,Lisbon,Oeiras,PT,"('26.3599286', '50.1893399')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.2708008', '55.3270071')"
40.43404,-3.70379,Chamberi,Madrid,Provincia de Madrid,ES,"('25.2653423', '55.3832894')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('25.2391257', '55.2699714')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.260525', '55.324769')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('21.5417719', '39.1907657')"
35.8044,51.4256,Tajrish,Tehran,,IR,"('25.2542163', '55.3034914')"
20.01288,41.46767,Al Bahah,Mintaqat al Bahah,,SA,"('25.422586', '55.4426672')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('24.7084845', '46.6984382')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.0710749', '55.1349223')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.2113457', '55.3021016')"
19.23496,72.85976,Borivli,Maharashtra,Mumbai Suburban,IN,"('21.4643292', '39.2247423')"
19.30157,72.85107,Bhayandar,Maharashtra,Thane,IN,"('50.58761', '27.6056779')"
24.46667,54.36667,Abu Dhabi,Abu Dhabi,,AE,"('30.0289498', '31.4086082')"
24.68773,46.72185,Riyadh,Ar Riyad,,SA,"('25.0696224', '55.2415865')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('19.1217315', '72.8716249')"
21.54238,39.19797,Jeddah,Makkah,,SA,"('-26.0751852', '28.0275839')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('53.7766353', '-1.7689061')"
29.33389,48.07611,As Salimiyah,Muhafazat Hawalli,,KW,"('25.2699975', '55.3185396')"
40.12213,-3.84704,Illescas,Castille-La Mancha,Province of Toledo,ES,"('35.6891975', '51.3889736')"
51.07926,-1.8621,Wilton,England,Wiltshire,GB,"('25.2674777', '55.3287034')"
24.49258,39.58572,Sultanah,Al Madinah al Munawwarah,,SA,"('12.4942081', '75.844771')"
29.33389,48.07611,As Salimiyah,Muhafazat Hawalli,,KW,"('38.7245275', '-9.4761633')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('38.738659', '-9.3979679')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('25.245225', '55.303181')"
25.33737,55.41206,Sharjah,Ash Shariqah,,AE,"('24.708563', '46.6874196')"
9.93988,76.26022,Cochin,Kerala,Ernakulam,IN,"('31.9550343', '35.8575565')"
25.0657,55.17128,Dubai,Dubai,,AE,"('25.1020158', '55.173639')"
35.8044,51.4256,Tajrish,Tehran,,IR,"('50.9706768', '-1.3498864')"
33.91978,75.01515,Awantipur,Kashmir,Pulwama,IN,"('24.7365876', '46.5846146')"
25.0657,55.17128,Dubai,Dubai,,AE,"('21.52521', '39.168231')"
22.7583,121.1444,Taitung City,Taiwan,,TW,"('-33.9795997', '25.6598085')"
25.0657,55.17128,Dubai,Dubai,,AE,"('19.28553', '72.8556807')"
52.26896,20.98644,Zoliborz,Masovian Voivodeship,Warszawa,PL,"('25.2371359', '55.3075247')"
