Name,Review Number,Sentiment Score,lat,long
"Nike Factory Store - Gilroy, California ",221.0,0.4196485294117646,37.020799500000024,-121.56453690000014
"Nike Factory Store - Glendale, Arizona",205.0,0.506495918367347,33.53443270000002,-112.2673550999999
"Nike Factory Store - Gloucester, New Jersey",79.0,0.41379047619047615,39.784796300000004,-75.053621
"Nike Factory Store - Gonzales, Louisiana",178.0,0.5690025641025642,30.21510590000002,-90.95227209999994
"Nike Factory Store - Grand Prairie, Texas ",265.0,0.35733378378378383,32.67932960000004,-97.05214820000013
"Nike Factory Store - Grand Rapids, Michigan",217.0,0.4543921875,42.809015299999984,-85.67030859999986
"Nike Factory Store - Grapevine, Texas ",210.0,0.42788571428571415,32.964631999999995,-97.04421480000009
"Nike Factory Store - Grove City, Pennsylvania",104.0,0.29994,41.13953880000002,-80.15784600000003
"Nike Factory Store - Gulfport, Mississippi",194.0,0.4826462962962964,30.42865030000002,-89.10038769999998
"Nike Factory Store - Hagerstown, Maryland",44.0,0.34662000000000004,39.607800100000006,-77.7327427
"Nike Factory Store - Hanover, Maryland",168.0,0.3632541666666667,39.15739970000003,-76.72478150000003
"Nike Factory Store - Henderson, Nevada",159.0,0.6118428571428572,36.01058390000002,-115.12285169999998
"Nike Factory Store - Howell, Michigan",224.0,0.37842258064516127,42.62041399999999,-83.99636600000002
"Nike Factory Store - Jackson, New Jersey",225.0,0.4036849315068493,40.16255319999997,-74.41968770000005
"Nike Factory Store - Jeffersonville, Ohio",169.0,0.34458139534883725,39.62102210000005,-83.59930859999996
"Nike Factory Store - Jersey Gardens, New Jersey",466.0,0.38192538461538456,40.660253299999916,-74.17014460000001
"Nike Factory Store - Kansas City, Kansas",281.0,0.4535531645569619,39.125777100000036,-94.8257041999998
"Nike Factory Store - Katy Mills, Texas ",191.0,0.5014392857142856,29.776048299999974,-95.80842959999998
"Nike Factory Store - Kildeer, Illinois",137.0,0.5750888888888889,42.16206089999997,-88.0477108
"Nike Factory Store - Kittery, Maine",54.0,0.18932941176470588,43.115728600000004,-70.7294392
"Nike Factory Store - Lake Buena Vista, Florida ",268.0,0.41719587628865956,28.350319300000006,-81.48570420000014
"Nike Factory Store - Lake Elsinore, California ",143.0,0.5415697674418606,33.700160299999965,-117.35090440000013
"Nike Factory Store - Lake St. Louis, Missouri",87.0,0.5701423076923077,38.78088950000002,-90.78676479999997
"Nike Factory Store - Lakewood, Colorado",76.0,0.5646666666666667,39.73093200000002,-105.161597
"Nike Factory Store - Lancaster, Pennsylvania",273.0,0.5508347368421047,40.025741599999954,-76.2199768999999
"Nike Factory Store - Las Vegas North, Nevada",108.0,0.49100000000000005,36.1194341,-115.17846259999993
"Nike Factory Store - Las Vegas South, Nevada",108.0,0.49100000000000005,36.1194341,-115.17846259999993
"Nike Factory Store - Lawrenceville, Georgia",176.0,0.40227543859649123,33.98077050000001,-84.08028509999994
"Nike Factory Store - Lee, Massachusetts",47.0,0.20510000000000003,42.29396079999999,-73.23350140000001
"Nike Factory Store - Leeds, Alabama",117.0,0.45820731707317075,33.54953419999999,-86.59532880000003
"Nike Factory Store - Leesburg, Virginia",123.0,0.48702812500000003,39.105112700000035,-77.53872529999994
"Nike Factory Store - Lehi, Utah",268.0,0.40593409090909083,40.43472500000004,-111.88406100000003
"Nike Factory Store - Lincoln City, Oregon",143.0,0.3682510204081633,44.95934259999997,-124.01126190000008
"Nike Factory Store - Little Rock East, Arkansas",147.0,0.44222424242424246,34.6606445,-92.4073992
"Nike Factory Store - Little Rock, Arkansas",77.0,0.40151176470588235,34.76763140000001,-92.45992500000003
"Nike Factory Store - Livermore, California ",178.0,0.3876117647058822,37.698635199999956,-121.84330339999998
"Nike Factory Store - Locust Grove, Georgia",219.0,0.40799473684210535,33.34796039999997,-84.12198989999989
"Nike Factory Store - Long Beach, California ",254.0,0.5312049999999999,33.76444160000004,-118.19463030000017
"Nike Factory Store - Louisville, Kentucky",371.0,0.45221842105263127,38.249090899999935,-85.62913229999992
"Nike Factory Store - Loveland, Colorado",143.0,0.5662571428571429,40.408851899999966,-104.99529990000008
"Nike Factory Store - Lubbock, Texas ",219.0,0.49055357142857153,33.56760140000001,-101.94741189999993
"Nike Factory Store - Marana, Arizona",203.0,0.4523125,32.374842100000016,-111.10195589999991
"Nike Factory Store - Mebane, North Carolina",145.0,0.5090078947368422,36.073985,-79.26618700000003
"Nike Factory Store - Mercedes, Texas ",120.0,0.4676885714285716,26.160421899999985,-97.88875469999996
"Nike Factory Store - Meridian, Idaho",191.0,0.45431746031746034,43.624487999999964,-116.35159910000014
"Nike Factory Store - Merrimack, New Hampshire",112.0,0.4797184210526315,42.82577259999999,-71.50094410000003
"Nike Factory Store - Miami, Florida ",435.0,0.3361012195121953,25.79070739999998,-80.13957490000007
"Nike Factory Store - Michigan City, Indiana",165.0,0.39450000000000013,41.715584300000025,-86.90758120000005
"Nike Factory Store - Milpitas, California ",204.0,0.4236568627450982,37.41496699999998,-121.89672710000008
"Nike Factory Store - Myrtle Beach, South Carolina",348.0,0.47580860215053733,33.75227360000005,-78.96058809999984
"Nike Factory Store - Napa, California ",42.0,0.6648285714285713,38.295170500000005,-122.30262370000001
"Nike Factory Store - Nashville, Tennessee",207.0,0.4666793103448277,36.204368400000014,-86.69509550000011
"Nike Factory Store - National Harbor, Maryland",106.0,0.5060296296296295,38.79422620000001,-77.00052980000004
"Nike Factory Store - Newark, New Jersey",430.0,0.4874313432835815,40.738282799999986,-74.17127190000004
"Nike Factory Store - Niagara Falls, New York ",189.0,0.4823557377049181,43.09744480000001,-78.98056639999996
"Nike Factory Store - Norfolk, Virginia",260.0,0.4465842857142857,36.88200069999997,-76.19954690000003
"Nike Factory Store - North Bend, Washington",155.0,0.3827857142857143,47.4897489,-121.79548510000015
"Nike Factory Store - North Conway, New Hampshire",67.0,0.403309090909091,44.023170899999975,-71.11413029999996
"Nike Factory Store - Oak Brook, Illinois",35.0,0.6556,41.8451402,-87.9694666
"Nike Factory Store - Oceanside, New York ",78.0,0.5933066666666668,40.62294139999997,-73.63806900000004
"Nike Factory Store - Oklahoma City, Oklahoma",181.0,0.5222111111111111,35.46187690000005,-97.64823210000003
"Nike Factory Store - Omaha, Nebraska",182.0,0.43541636363636366,41.099212399999956,-96.25049750000008
"Nike Factory Store - Ontario, California ",399.0,0.3861666666666666,34.074052099999925,-117.55169740000015
"Nike Factory Store - Orange, California ",318.0,0.4147816326530611,33.78454719999994,-117.89285329999989
"Nike Factory Store - Orlando International, Florida ",605.0,0.4482466403162047,28.468464900000058,-81.45103739999973
"Nike Factory Store - Orlando Vineland, Florida ",900.0,0.39584949832775856,28.386146900000135,-81.49378540000058
"Nike Factory Store - Oshkosh, Wisconsin",94.0,0.4070791666666667,43.985288699999984,-88.58441319999999
"Nike Factory Store - Panama City Beach, Florida ",193.0,0.4004250000000001,30.22031829999999,-85.87030989999998
"Nike Factory Store - Paramus, New Jersey",292.0,0.4663197916666664,40.91547099999992,-74.0598141999999
"Nike Factory Store - Park City, Utah",122.0,0.43463823529411766,40.7258981,-111.55256680000001
"Nike Factory Store - Pearl, Mississippi",75.0,0.6229066666666668,32.273399999999995,-90.15386489999999
"Nike Factory Store - Pembroke Pines, Florida ",245.0,0.5933278688524587,26.002371799999995,-80.33636299999999
"Nike Factory Store - Petaluma, California ",75.0,0.43716,38.257630999999975,-122.64995159999994
"Nike Factory Store - Philadelphia, Pennsylvania",174.0,0.5119120000000001,40.0927855,-74.96194310000007
"Nike Factory Store - Phoenix, Arizona",156.0,0.45008444444444456,33.87488480000001,-112.14894120000007
"Nike Factory Store - Pismo Beach, California ",143.0,0.4797342857142857,35.13653290000001,-120.62942849999995
"Nike Factory Store - Pittsburgh, Pennsylvania",188.0,0.43961500000000003,40.21793239999993,-80.21179730000001
"Nike Factory Store - Pleasant Prairie, Wisconsin",296.0,0.4908376811594201,42.51852670000003,-87.94981110000002
"Nike Factory Store - Pottstown, Pennsylvania",182.0,0.46602600000000005,40.23549670000005,-75.56801260000009
"Nike Factory Store - Primm, Nevada",77.0,0.39617894736842113,35.609109600000004,-115.38810719999996
"Nike Factory Store - Queenstown, Maryland",95.0,0.39364074074074074,38.98220330000001,-76.16093079999999
"Nike Factory Store - Redlands, California ",189.0,0.5468555555555557,34.07625940000002,-117.20271119999994
"Nike Factory Store - Rehoboth, Delaware",180.0,0.4693488888888889,38.71599199999998,-75.11070169999995
"Nike Factory Store - Reno, Nevada",124.0,0.5057742857142856,39.531912200000015,-119.7213895
"Nike Factory Store - Riverhead, New York ",166.0,0.42403673469387754,40.91949359999995,-72.71161119999998
"Nike Factory Store - Rosemont, Illinois",185.0,0.39692272727272737,41.97488810000003,-87.86813089999997
"Nike Factory Store - Round Rock, Texas ",261.0,0.4568453333333332,30.56466909999998,-97.69004320000016
"Nike Factory Store - San Clemente, California ",126.0,0.5252727272727271,33.43853160000001,-117.62688429999992
"Nike Factory Store - San Jose, California ",171.0,0.5025326530612244,37.29292400000003,-121.98848100000006
"Nike Factory Store - San Juan, PR",86.0,0.4719060606060606,18.339344200000014,-66.06788980000005
"Nike Factory Store - San Marcos, Texas ",272.0,0.4053679487179486,29.828526599999993,-97.9834541
"Nike Factory Store - San Ysidro, California ",496.0,0.47437559523809464,32.544072800000045,-117.03848540000027
"Nike Factory Store - Santa Clarita, California ",229.0,0.5510747126436781,34.387113700000064,-118.57092919999992
"Nike Factory Store - Savannah, Georgia",207.0,0.540067741935484,32.13440560000002,-81.24253659999987
"Nike Factory Store - Sawgrass Mills, Florida ",572.0,0.3779917098445592,26.151948699999956,-80.32140439999978
"Nike Factory Store - Seaside, Oregon",159.0,0.3805592592592592,45.998936499999985,-123.91779599999994
"Nike Factory Store - Sevierville, Tennessee",372.0,0.423501020408163,35.83345659999996,-83.57049319999992
"Nike Factory Store - Silverthorne, Colorado",126.0,0.4975815789473684,39.62921600000002,-106.0726249999999
"Nike Factory Store - Simpsonville, Kentucky",99.0,0.29211052631578954,38.20606629999999,-85.3515152
"Nike Factory Store - Smithfield, North Carolina",226.0,0.48077000000000003,35.5107782,-78.31230150000007
"Nike Factory Store - Somerville, Massachusetts",215.0,0.46318805970149246,42.39520619999998,-71.08072269999995
"Nike Factory Store - Southaven, Mississippi",251.0,0.33702571428571426,34.937453000000005,-89.99154509999994
"Nike Factory Store - Spokane, Washington",94.0,0.4088241379310345,47.65937159999999,-117.42181140000001
"Nike Factory Store - St Augustine, Florida ",129.0,0.41937647058823524,29.92751959999999,-81.41987070000003
"Nike Factory Store - Staten Island, New York ",7.0,0.7641666666666667,40.645753000000006,-74.0777021
"Nike Factory Store - Tampa, Florida ",311.0,0.47481904761904736,28.1900797,-82.38981750000013
"Nike Factory Store - Tannersville, Pennsylvania",234.0,0.41601428571428567,41.050085599999996,-75.31458899999996
"Nike Factory Store - Tejon Ranch, California ",44.0,0.4315909090909091,34.9844933,-118.94190970000001
"Nike Factory Store - Terrell, Texas ",131.0,0.6107374999999999,32.70440029999998,-96.28457309999993
"Nike Factory Store - Texas City, Texas ",192.0,0.43946923076923067,29.425368299999967,-95.06058440000008
"Nike Factory Store - Thornton, Colorado",58.0,0.28570624999999994,39.9479577,-104.98643280000005
"Nike Factory Store - Tilton, New Hampshire",104.0,0.45794400000000013,43.460207600000004,-71.56284230000004
"Nike Factory Store - Tinton Falls, New Jersey",127.0,0.5129962962962963,40.222513599999985,-74.09519129999995
"Nike Factory Store - Torrance, California ",130.0,0.5236324324324325,33.79096049999999,-118.33011579999999
"Nike Factory Store - Tulalip, Washington",270.0,0.45249491525423735,48.09216970000001,-122.18759940000012
"Nike Factory Store - Tulare, California ",204.0,0.41851000000000005,36.227485200000025,-119.33537100000005
"Nike Factory Store - Tuscaloosa, Alabama",84.0,0.5808894736842106,33.1922506,-87.52723399999996
"Nike Factory Store - Tyler, Texas ",36.0,0.5767727272727273,32.250532500000006,-95.3049601
"Nike Factory Store - Vacaville, California ",244.0,0.40985172413793103,38.36914759999996,-121.95451529999993
"Nike Factory Store - Vero Beach, Florida ",81.0,0.5033739130434781,27.636868900000003,-80.52203830000002
"Nike Factory Store - West Jordan, Utah",290.0,0.5287249999999997,40.62239369999998,-111.97978419999995
"Nike Factory Store - West Palm Beach, Florida ",219.0,0.43599218750000013,26.724604700000032,-80.0868975
"Nike Factory Store - Williamsburg, IA, Iowa",129.0,0.36776511627906977,41.691829800000036,-92.00562790000002
"Nike Factory Store - Williamsburg, VA, Virginia",234.0,0.39555166666666675,37.318179599999944,-76.73766179999993
"Nike Factory Store - Winter Garden, Florida ",43.0,0.5873714285714285,28.5244213,-81.58371939999999
"Nike Factory Store - Wisconsin Dells, Wisconsin",163.0,0.4409672413793104,43.571459400000045,-89.78637979999993
"Nike Factory Store - Woodburn, Oregon",345.0,0.33725714285714303,45.15736770000004,-122.87689929999995
"Nike Factory Store - Woodbury, New York ",292.0,0.3543354838709679,41.31391160000009,-74.12578219999985
"Nike Factory Store - Wrentham, Massachusetts",212.0,0.45847833333333343,42.03679310000003,-71.35108069999991
"Nike Fashion Valley, California ",59.0,0.27568750000000003,32.7678851,-117.1681786
"Nike Flatiron, New York ",338.0,0.3776821428571429,40.73990679999998,-73.99105710000002
"Nike Georgetown, DC",48.0,0.66594,38.9049208,-77.0602806
"Nike Kansas City, Missouri",115.0,0.7226350000000001,39.04120699999999,-94.58966499999998
"Nike Las Vegas, Nevada",108.0,0.49100000000000005,36.1194341,-115.17846259999993
"Nike Mall Of America, Minnesota",137.0,0.21488749999999998,44.8552919,-93.24415619999998
"Nike Miami, Florida ",435.0,0.3361012195121953,25.79070739999998,-80.13957490000007
"Nike NYC, New York, NY 10019",289.0,0.37505000000000005,40.75973939999997,-73.97681329999999
"Nike Pasadena, California ",42.0,0.45221999999999996,34.146037899999996,-118.15136570000001
"Nike Portland Airport, Oregon",17.0,0.4215,45.5889471,-122.5938256
"Nike Portland, Oregon",446.0,0.2707534246575343,45.51892649999994,-122.67725069999989
"Nike San Francisco, California ",638.0,0.3440841463414634,37.78868379999996,-122.40669970000016
"Nike Santa Monica, California ",227.0,0.1832666666666667,34.01389500000002,-118.49441750000004
"Nike Seattle, Washington",350.0,0.38484339622641506,47.611360000000026,-122.3344852
"Nike Soho, New York ",888.0,0.3022413793103448,40.72324060000001,-73.99889799999994
"Nike South Coast Plaza, California ",39.0,0.08655000000000002,33.6925564,-117.89281389999998
"Nike The Grove, California ",245.0,0.12877999999999998,34.07183980000001,-118.35659379999998
"Nike Upper East Side, New York ",171.0,0.0634181818181818,40.76641949999999,-73.96284620000002
"Nike Westlake, California ",37.0,0.24025999999999997,34.1593907,-118.8231767
"Nike by Long Beach, California ",254.0,0.5312049999999999,33.76444160000004,-118.19463030000017
"NikeLab 21M NYC, New York ",220.0,0.3275111111111111,40.72081200000001,-74.00204310000001
