ratings,review_data,text,lat,long,name_of_loc,name_only,address_only,num_reviews,loc_type,avg_review,user_href,ID
 3 stars ,2 years ago,Grocery store in a good size where you can find most things.,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/112062328018452448400?hl=en-HU,1
 1 star ,a year ago,Not open. They need to take this location off the map until their new location opens.,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/102735478471002499181?hl=en-HU,1
 3 stars ,a year ago,not all green leafy vegetables are available..  need more varieties,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/105757925677893671042?hl=en-HU,1
 4 stars ,6 months ago,Great,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/113102499780807329030?hl=en-HU,1
 5 stars ,a year ago,Is spinneys Al ghurair branch closed?,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/112688670348900078749?hl=en-HU,1
 3 stars ,2 years ago,"Unfortunately i had a bad experience with the Fresh orange juice available at spinneys. 

The juice was rancid and was off. Called the landline and the staff stated that he would have it replaced. 

Update.
The bottles and the receipt were â€¦",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/117322431864231358312?hl=en-HU,1
 4 stars ,3 years ago,"A very good supermarket, Spinneys is recommended to buy daily meals from there.",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/117926670042773942779?hl=en-HU,1
 3 stars ,2 years ago,"good for shopping vegetable,food,drug",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/109451382760126185631?hl=en-HU,1
 3 stars ,2 years ago,Usual super store. Good. Nothing out of common.,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/106810363035088992549?hl=en-HU,1
 4 stars ,2 years ago,Good supermarket.,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/110072113458433875786?hl=en-HU,1
 4 stars ,2 years ago,Good shopping.... ,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/100264060641207233108?hl=en-HU,1
 4 stars ,3 years ago,Good Spineys store for quick shopping visits located at the G level of Al Gurair Mall. You can find here all the usual Spineys products plus aditional services stores.,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/112956224697345882817?hl=en-HU,1
 3 stars ,3 years ago,Good supermarket for non Muslims.,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/101829848308578257763?hl=en-HU,1
 3 stars ,2 years ago,Nice food,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/107233699283549998094?hl=en-HU,1
 1 star ,3 years ago,Have birthday cake..????,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/115314850442696555707?hl=en-HU,1
 2 stars ,a year ago,Nice,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/105521997114825769893?hl=en-HU,1
 4 stars ,2 years ago,Very well stocked.,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/110125716553612899009?hl=en-HU,1
 3 stars ,3 years ago,"Goog but not ""everything"" is available ",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/117985592797053258359?hl=en-HU,1
 5 stars ,2 years ago,good place to find everytjing,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/114708458702981773032?hl=en-HU,1
 3 stars ,2 years ago,Went to buy Dragon fruit but not available ,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/101174023990469643211?hl=en-HU,1
 3 stars ,a year ago,Good,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/114586270335966673585?hl=en-HU,1
 1 star ,3 years ago,"Wrong place, this actual one is inside al ghurair mall",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/111111254355722445692?hl=en-HU,1
 2 stars ,2 years ago,Good food stuff but Expensive ,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/112165308888950402969?hl=en-HU,1
 5 stars ,2 years ago,Many food stuff available here than other Spinneys.,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/111538800714247667844?hl=en-HU,1
 3 stars ,3 years ago,"Variety, expensive and good looking",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/104796867902133702389?hl=en-HU,1
 5 stars ,3 years ago,Love it,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/104938993478905790108?hl=en-HU,1
 3 stars ,a year ago,Friendly staff,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/108050394795470004113?hl=en-HU,1
 4 stars ,2 years ago,Products are very fresh,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/101670889103931167084?hl=en-HU,1
 5 stars ,6 months ago,Supermarket,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/104525485764554773636?hl=en-HU,1
 5 stars ,2 years ago,Clean and friendly staffs,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/111102009307454205092?hl=en-HU,1
 5 stars ,2 years ago,Amazing store,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/110767698714748297832?hl=en-HU,1
 5 stars ,2 years ago,This is supper store  everything you can get ,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/102593971074312061977?hl=en-HU,1
 3 stars ,2 years ago,Expensive but you can get a variety of imported items that you don't find anywhere else ,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/117548634669041534685?hl=en-HU,1
 5 stars ,4 years ago,Excellent in all.....,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/100244831393200757241?hl=en-HU,1
 4 stars ,2 years ago,Good,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/110269992850566580686?hl=en-HU,1
 3 stars ,2 years ago,Good,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/110897532200953190035?hl=en-HU,1
 5 stars ,a year ago,Supermarket,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/115947127317018033819?hl=en-HU,1
 3 stars ,a year ago,So so,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/102973549599284633223?hl=en-HU,1
 1 star ,2 years ago,Expensive ,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/109623490664575489155?hl=en-HU,1
 4 stars ,4 months ago,"(Translated by Google) Very clean and organized. Worth a visit

(Original)
Muito limpo e organizado. Vale a pena visitar",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/118045437025688441296?hl=en-HU,1
 5 stars ,2 months ago,"(Translated by Google) SPRR

(Original)
Sprr",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/112885620588272818069?hl=en-HU,1
 5 stars ,2 years ago,"(Translated by Google) There is a little tout.Des prepared meals are made available. You choose what you like and you proceed to checkout. The frame is large and generally quiet.

(Original)
On y trouve un peu de tout.Des plats prÃ©parÃ©s â€¦",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/117933345788554372136?hl=en-HU,1
 5 stars ,2 years ago,"(Translated by Google) It is beautiful and interesting wall of supermarket contains everything needed for home shopping is very beautiful

(Original)
Ø§Ù†Ù‡ Ø³ÙˆØ± Ù…Ø§Ø±ÙƒØª Ø¬Ù…ÙŠÙ„ ÙˆÙ…Ù…ØªØ¹ ÙŠØ­ØªÙˆÙŠ ÙƒÙ„ Ù…Ø§ ÙŠØ­ØªØ§Ø¬Ù‡ Ø§Ù„ØªØ³ÙˆÙ‚ Ø§Ù„Ù…Ù†Ø²Ù„ÙŠ Ø¬Ù…ÙŠÙ„ Ø¬Ø¯Ø§",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/109935503659503824697?hl=en-HU,1
 3 stars ,2 years ago,"(Translated by Google) Quite so with its prices in some things more expensive than other similar places

(Original)
Ù„Ø§ Ø¨Ø£Ø³ Ø¨Ù‡ Ù…Ø¹ Ø°Ù„Ùƒ Ø§Ø³Ø¹Ø§Ø±Ù‡ ÙÙŠ Ø¨Ø¹Ø¶ Ø§Ù„Ø§Ø´ÙŠØ§Ø¡ Ø§ØºÙ„Ù‰ Ø¹Ù† Ø§Ù„Ø§Ù…Ø§ÙƒÙ† Ø§Ù„Ø§Ø®Ø±Ù‰ Ø§Ù„Ù…Ø´Ø§Ø¨Ù‡Ù‡",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/114475710527337367323?hl=en-HU,1
 5 stars ,2 years ago,"(Translated by Google) Deira Dubai

(Original)
deira dubai",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/103436390352913849909?hl=en-HU,1
 5 stars ,2 years ago,"(Translated by Google) Interesting

(Original)
Ù…Ù…ØªØ¹",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/104506483549948536064?hl=en-HU,1
 1 star ,a year ago,"(Translated by Google) Nice

(Original)
Ø¬Ù…ÙŠÙ„",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/102559594448660256193?hl=en-HU,1
 4 stars ,2 years ago,"(Translated by Google) Excellent

(Original)
Ù…Ù…ØªØ§Ø²",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/103110168304234681387?hl=en-HU,1
 5 stars ,2 years ago,"(Translated by Google) Jajeel

(Original)
Ø¬Ø¬Ù…ÙŠÙ„ ",25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/100541483015251109591?hl=en-HU,1
 5 stars ,a year ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/101249916346671183552?hl=en-HU,1
 3 stars ,4 months ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/114508546501319311819?hl=en-HU,1
 3 stars ,2 years ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/107427839389142101834?hl=en-HU,1
 5 stars ,8 months ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/112453468817403842310?hl=en-HU,1
 5 stars ,2 months ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/102868575182358132817?hl=en-HU,1
 5 stars ,4 days ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/113459981400097038419?hl=en-HU,1
 4 stars ,a week ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/105334366724285072048?hl=en-HU,1
 3 stars ,5 months ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/103500258945620709381?hl=en-HU,1
 4 stars ,a month ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/114718840359875173529?hl=en-HU,1
 5 stars ,2 years ago,,25.268112,55.3180028,"Spinneys Al Ghurair, Dubai - United Arab Emirates",Spinneys Al Ghurair,Dubai - United Arab Emirates,180,Supermarket,4,https://www.google.com/maps/contrib/116388247609479182425?hl=en-HU,1
